epoch: 1 loss: tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1.2242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(8.1704, device='cuda:0', grad_fn=<MulBackward0>) tensor(0.1277, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1087, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(113440.8125, device='cuda:0', grad_fn=<MulBackward0>) tensor(1.2327, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 69 loss: tensor(0.4251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4251, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1437.9939, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.9253, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13795526., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4475, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 70 loss: tensor(0.4099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4099, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1531.4751, device='cuda:0', grad_fn=<MulBackward0>) tensor(4.1777, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2207, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13965128., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3931, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 71 loss: tensor(0.4394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4394, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1268.4077, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4477, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2162, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14317912., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4666, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 72 loss: tensor(0.4801, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4801, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1160.5002, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1426, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2069, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14298474., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5028, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 73 loss: tensor(0.4158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4158, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1137.8729, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.0528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1861, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14410164., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4038, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 74 loss: tensor(0.4216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4216, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1075.2964, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9191, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2356, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14040794., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3828, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 75 loss: tensor(0.4406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4406, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1157.9270, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1197, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2033, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14274351., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4265, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 76 loss: tensor(0.4512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4512, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1396.8376, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7572, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1612, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13823356., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4644, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 77 loss: tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4902, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1296.8003, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5528, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1643, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14322094., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.5322, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 78 loss: tensor(0.4480, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4480, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1381.6409, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.8015, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14482490., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4680, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 79 loss: tensor(0.4490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4490, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1191.1967, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2286, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14265150., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4634, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 80 loss: tensor(0.4194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4194, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1208.2195, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2210, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1854, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13648527., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3393, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 81 loss: tensor(0.4339, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4339, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1366.5923, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6909, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2725, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14084073., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4164, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 82 loss: tensor(0.3888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3888, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1306.4790, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2458, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13940344., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3731, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 83 loss: tensor(0.4203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4203, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1364.8840, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6826, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1401, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14276404., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4102, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 84 loss: tensor(0.3927, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3927, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1205.4688, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2157, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1925, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14097952., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3643, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 85 loss: tensor(0.4382, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4382, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1410.6616, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.8507, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1966, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13947188., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4032, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 86 loss: tensor(0.3941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3941, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1266.5557, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4574, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2823, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13647619., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3267, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 87 loss: tensor(0.3899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.3899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1185.8977, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1850, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2066, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13629928., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3462, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 88 loss: tensor(0.4090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4090, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1221.0349, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2628, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2139, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13965537., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3410, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 89 loss: tensor(0.4187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4187, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1202.5441, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.2933, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2013, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14337906., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4028, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 90 loss: tensor(0.4242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4242, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1105.6162, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.9942, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2338, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13777393., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4519, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 91 loss: tensor(0.4346, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4346, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1016.4457, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.7464, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2254, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14161746., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4219, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 92 loss: tensor(0.4140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4140, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1141.4691, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.0704, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1899, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13852978., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3932, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 93 loss: tensor(0.4415, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4415, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1346.7826, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.6759, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2523, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14269656., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4321, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 94 loss: tensor(0.4143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4143, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1012.1880, device='cuda:0', grad_fn=<MulBackward0>) tensor(2.6772, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(13894632., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3659, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 95 loss: tensor(0.4130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4130, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1170.7495, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.1965, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2083, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14302632., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4402, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 96 loss: tensor(0.4284, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4284, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1226.1213, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.3560, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.1786, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14306582., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4165, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 97 loss: tensor(0.4079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4079, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1364.5994, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.7330, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2044, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14613010., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3921, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 98 loss: tensor(0.4475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4475, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1422.5164, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.8727, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2006, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14903643., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4610, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 99 loss: tensor(0.4577, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4577, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1293.2139, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.5423, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2363, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14374634., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.4929, device='cuda:0', grad_fn=<MseLossBackward0>)
epoch: 100 loss: tensor(0.4280, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.4280, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(1283.2258, device='cuda:0', grad_fn=<MulBackward0>) tensor(3.4852, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(0.2398, device='cuda:0', grad_fn=<MseLossBackward0>) tensor(14749130., device='cuda:0', grad_fn=<MulBackward0>) tensor(1.3893, device='cuda:0', grad_fn=<MseLossBackward0>)
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
tensor([[1.4088, 1.0619, 1.9860, 0.0000, 2.1527, 0.0000, 2.1900]],
       device='cuda:0', grad_fn=<SliceBackward0>)
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.41, 'param2': 1.0619, 'param3': 1.986, 'param4': 0.0, 'param5': 2.1527, 'param6': 0.0, 'param7': 2.19}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.986, 'param4': 0.0, 'param5': 2.1527, 'param6': 0.0, 'param7': 2.19}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.1527, 'param6': 0.0, 'param7': 2.19}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.15, 'param6': 0.0, 'param7': 2.19}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.15, 'param6': 0.0, 'param7': 2.17}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.15, 'param6': 0.0, 'param7': 1.2699999999999998}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.15, 'param6': 0.15, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.15, 'param6': 3.0, 'param7': 1.2699999999999998}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 2.13, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 0.02, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.99, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.9699999999999998, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 1.0599999999999998, 'param3': 1.55, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 1.18, 'param3': 1.55, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 2.29, 'param3': 1.55, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 1.41, 'param2': 2.37, 'param3': 1.55, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
{'param1': 1.46, 'param2': 2.37, 'param3': 1.55, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
{'param1': 2.52, 'param2': 2.37, 'param3': 1.55, 'param4': 3.0, 'param5': 0.0, 'param6': 3.0, 'param7': 1.2699999999999998}
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
tensor([[2.0833, 0.0000, 0.0000, 0.0000, 0.1308, 1.1700, 0.3613]],
       device='cuda:0', grad_fn=<SliceBackward0>)
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
1
1
1
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
1
1
Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
